Test ID,Test Date,Tester Name,Type of Question,Build / Version,Sprint / Cycle,Channel Tested,Language Tested,Question ID,Query Text (Original),Question Category,Time Question Asked (HH:MM:SS),Time Answer Received (HH:MM:SS),Respo nse Time (mins) [Auto],SLA Status,Question in Review Model?,Question Correctly Framed?,Original Language,Translated Language,Translation Quality,Translation Error Type,Tagging,Allocated to Reviewer?,Author's Name,Author Assignment Time,Author Completion Time,Author TAT (mins) [Auto],Reviewer1 Name,Reviewer1 Assignment Time,Reviewer1 Completion Time,Review1 TAT (mins) [Auto],Reviewer2 Name,Reviewer2 Assignment Time,Reviewer2 Completion Time,Review2 TAT (mins) [Auto],Reviewer3 Name,Reviewer3 Assignment Time,Reviewer3 Completion Time,Review3 TAT (mins) [Auto],Reviewer4 Name,Reviewer4 Assignment Time,Reviewer4 Completion Time,Review4 TAT (mins) [Auto],Reviewer5 Name,Reviewer5 Assignment Time,Reviewer5 Completion Time,Review5 TAT (mins) [Auto],Moderator's Name,Moderator Assignment Time,ModeratorCompletion Time,Moderator TAT (mins) [Auto],Follow-up Q in Review Model?,Answer Scientifically Correct?,Expert Name Displayed?,Correct Expert Name?,Source Links Provided?,120-min Msg Shown to User?,Notification Received?,Notification on Same Thread?,Notification Linked Correct Q-ID?,Voice Input Working?,Voice Output Working?,Voice Input Quality,Voice Output Quality,Voice Issue Description,Weather Q Answered Correctly?,Mandi Price Q Correct?,Scheme Q Correct?,Question Saved in DB?,Answer Saved in DB?,Q-ID Consistent Across Systems?,WhatsApp vs Web Answer Match?,Overall Test Status,Defect Severity,"Defect ID / Bug Ref
Zoho Desk Ticketing",Reviewer Remarks,Tester Remarks,Status,,,
TL-4267,2026-07-06,Ithagani Shireesha,GDB,0.1,NIL,Web App,English,1f1790cd-92db-647a-8005-c3d9e801e1dd,What is the recommended method and quantity for applying cow dung manure to Tapioca crops to ensure optimal growth in Kerala?,Soil Health and Nutrient Management,13:02:00,13:02:31,31sec,Within SLA,Yes,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,Yes,Yash Praveen Khot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successfully Identified as Duplicate/Dynamic,Yes,Yes,Yes,Provided and relevant,NA,NA,NA,NA,Yes,No,Clear,No Output,Output voice error,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,NA,PARTIAL,No Defect,NIL,NIL,,Pending,,,
TL-4268,2026-07-06,Ithagani Shireesha,GDB,0.1,NIL,Web App,English,1f1790d1-9757-6bd6-8005-2a14d1f22c5c,What are the appropriate chemical treatments and methods to promote effective root development and establishment in Tapioca in Kerala?,Soil Health and Nutrient Management,13:04:00,13:04:19,19sec,Within SLA,Yes,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,Yes,Anil Kumar S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successfully Identified as Duplicate/Dynamic,Yes,Yes,Yes,Provided and relevant,NA,NA,NA,NA,Yes,No,Clear,No Output,Output voice error,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,NA,PARTIAL,No Defect,NIL,NIL,No voice output it showing error like requesr failed with status code 500,Anomaly Found in Output,,,
TL-4269,2026-07-06,Ithagani Shireesha,GDB,0.1,NIL,Web App,English,1f1790d6-be66-6292-8005-252ff63a3fb5,What is the appropriate method and dosage for applying Potassium Sulphate (Sulphate of Potash) to Tapioca crops in Kerala?,Soil Health and Nutrient Management,13:06:00,13:06:37,37sec,Within SLA,Yes,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,Yes,Lakshmi Ranganath C J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successfully Identified as Duplicate/Dynamic,Yes,Yes,Yes,Provided and relevant,NA,NA,NA,NA,Yes,No,Clear,No Output,Output voice error,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,NA,PARTIAL,No Defect,NIL,NIL,No voice output it showing error like requesr failed with status code 501,Anomaly Found in Output,,,
TL-4270,2026-07-06,Ithagani Shireesha,GDB,0.1,NIL,Web App,English,1f1790de-c971-669b-8005-cb7c72333039,How can I identify and manage nematode infestations in my tapioca crop in Kerala?,Plant protection,13:10:00,13:10:13,13sec,Within SLA,Yes,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,Yes,Mohammad Saleem Paasha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successfully Identified as Duplicate/Dynamic,Yes,Yes,Yes,Provided and relevant,NA,NA,NA,NA,Yes,No,Clear,No Output,Output voice error,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,NA,PARTIAL,No Defect,NIL,NIL,No voice output it showing error like requesr failed with status code 502,Anomaly Found in Output,,,
TL-4271,2026-07-06,Ithagani Shireesha,GDB,0.1,NIL,Web App,English,1f1790e3-21b8-617d-8005-ca8cc5839410,How can I identify and control root grub infestations in Tapioca crops in Kerala?,Plant protection,13:12:00,13:12:10,12sec,Within SLA,Yes,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,Yes,Yash Praveen Khot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successfully Identified as Duplicate/Dynamic,Yes,Yes,Yes,Provided and relevant,NA,NA,NA,NA,Yes,No,Clear,No Output,Output voice error,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,NA,PARTIAL,No Defect,NIL,NIL,No voice output it showing error like requesr failed with status code 503,Anomaly Found in Output,,,
TL-4272,2026-07-06,Ithagani Shireesha,GDB,0.1,NIL,Web App,English,1f1790e6-7883-6e40-8005-7761d90f59d0,How can I identify and manage mite infestations in my tapioca crop in Kerala? ,Plant protection,13:13:00,13:13:39,13sec,Within SLA,Yes,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,Yes,Yash Praveen Khot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successfully Identified as Duplicate/Dynamic,Yes,Yes,Yes,Provided and relevant,NA,NA,NA,NA,Yes,No,Clear,No Output,Output voice error,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,NA,PARTIAL,No Defect,NIL,NIL,No voice output it showing error like requesr failed with status code 504,Anomaly Found in Output,,,
TL-4273,2026-07-06,Ithagani Shireesha,GDB,0.1,NIL,Web App,English,1f1790ea-32ae-6d7b-8005-9e6e41900542,"Where can I obtain the Nidhi variety of Tapioca, and what are its key characteristics in Kerala?",Seed and Variety Selection,13:15:00,13:15:19,15sec,Within SLA,Yes,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,Yes,Jahnavi Gaddam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successfully Identified as Duplicate/Dynamic,Yes,Yes,Yes,Provided and relevant,NA,NA,NA,NA,Yes,No,Clear,No Output,Output voice error,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,NA,PARTIAL,No Defect,NIL,NIL,No voice output it showing error like requesr failed with status code 505,Anomaly Found in Output,,,
TL-4274,2026-07-06,Ithagani Shireesha,GDB,0.1,NIL,Web App,English,1f1790ed-e7f1-6e08-8005-f6cc53819b94,How can I identify and manage fungal infections and Iron (Fe) deficiency in my Tapioca crop in Kerala?,Plant protection,13:17:00,13:16:59,16sec,Within SLA,Yes,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,Yes,Mohammad Saleem Paasha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successfully Identified as Duplicate/Dynamic,Yes,Yes,Yes,Provided and relevant,NA,NA,NA,NA,Yes,No,Clear,No Output,Output voice error,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,NA,PARTIAL,No Defect,NIL,NIL,No voice output it showing error like requesr failed with status code 506,Anomaly Found in Output,,,
TL-4275,2026-07-06,Ithagani Shireesha,GDB,0.1,NIL,Web App,English,1f1790f1-ef43-661e-8005-b93958827af7,What are the common symptoms and diagnostic indicators to look for when monitoring the health of a Tapioca (Cassava) crop in Kerala?,Plant protection,13:18:00,13:18:47,18sec,Within SLA,Yes,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,Yes,Anil Kumar S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successfully Identified as Duplicate/Dynamic,Yes,Yes,Yes,Provided and relevant,NA,NA,NA,NA,Yes,No,Clear,No Output,Output voice error,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,NA,PARTIAL,No Defect,NIL,NIL,No voice output it showing error like requesr failed with status code 507,Anomaly Found in Output,,,
TL-4276,2026-07-06,Ithagani Shireesha,GDB,0.1,NIL,Web App,English,1f1790f5-d9ec-6811-8005-c55369e5d703,What are the essential biological and agronomic requirements for the successful cultivation of Tapioca in Kerala?,Cultural and Crop Management Practices,13:20:00,13:20:32,20sec,Within SLA,Yes,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,Yes,Anil Kumar S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successfully Identified as Duplicate/Dynamic,Yes,Yes,Yes,Provided and relevant,NA,NA,NA,NA,Yes,No,Clear,No Output,Output voice error,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,NA,PARTIAL,No Defect,NIL,NIL,No voice output it showing error like requesr failed with status code 508,Anomaly Found in Output,,,
TL-4277,2026-07-06,Ithagani Shireesha,GDB,0.1,NIL,Web App,English,1f1790f9-ebc6-6acb-8005-0fa10063176b,What are the common nutrient deficiency symptoms observed in Tapioca (Cassava) crops and how can they be managed in Kerala?,Soil Health and Nutrient Management,13:22:00,13:22:21,22sec,Within SLA,Yes,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,Yes,Lakshmi Ranganath C J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successfully Identified as Duplicate/Dynamic,Yes,Yes,Yes,Provided and relevant,NA,NA,NA,NA,Yes,No,Clear,No Output,Output voice error,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,NA,PARTIAL,No Defect,NIL,NIL,No voice output it showing error like requesr failed with status code 509,Anomaly Found in Output,,,
TL-4278,2026-07-06,Ithagani Shireesha,GDB,0.1,NIL,Web App,English,1f1790ff-5226-6e61-8005-a23469517bf4,What are the details regarding cyanide content in tapioca and how can it be managed in Kerala?,Cultural and Crop Management Practices,13:24:00,13:24:46,24sec,Within SLA,Yes,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,Yes,Pallavi J P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successfully Identified as Duplicate/Dynamic,Yes,Yes,Yes,Provided and relevant,NA,NA,NA,NA,Yes,No,Clear,No Output,Output voice error,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,NA,PARTIAL,No Defect,NIL,NIL,No voice output it showing error like requesr failed with status code 510,Anomaly Found in Output,,,
TL-4279,2026-07-06,Ithagani Shireesha,GDB,0.1,NIL,Web App,English,1f179105-0045-6ed8-8005-c4122677b3c0,What is the recommended storage duration and method for tapioca stem cuttings (sets) prior to planting in Kerala?,Cultural and Crop Management Practices,13:27:00,13:27:19,27sec,Within SLA,Yes,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,Yes,Soumya R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successfully Identified as Duplicate/Dynamic,Yes,Yes,Yes,Provided and relevant,NA,NA,NA,NA,Yes,No,Clear,No Output,Output voice error,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,NA,PARTIAL,No Defect,NIL,NIL,No voice output it showing error like requesr failed with status code 511,Anomaly Found in Output,,,
TL-4280,2026-07-06,Ithagani Shireesha,GDB,0.1,NIL,Web App,English,1f179108-ecd5-61e3-8005-9ee932fc2e34,What are the best practices and recommended herbicides for weed management in Tapioca cultivation in Kerala?,Weed Management,13:29:00,13:29:04,29sec,Within SLA,Yes,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,Yes,Jahnavi Gaddam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successfully Identified as Duplicate/Dynamic,Yes,Yes,Yes,Provided and relevant,NA,NA,NA,NA,Yes,No,Clear,No Output,Output voice error,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,NA,PARTIAL,No Defect,NIL,NIL,No voice output it showing error like requesr failed with status code 512,Anomaly Found in Output,,,
TL-4281,2026-07-06,Ithagani Shireesha,GDB,0.1,NIL,Web App,English,1f17910d-1888-6aa4-8005-7ebb14f84532,What is the recommended pit size and preparation method for planting Tapioca (Cassava) in Kerala?,Cultural and Crop Management Practices,13:31:00,13:30:56,30sec,Within SLA,Yes,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,Yes,Bisen Nupur Chandrakumar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successfully Identified as Duplicate/Dynamic,Yes,Yes,Yes,Provided and relevant,NA,NA,NA,NA,Yes,No,Clear,No Output,Output voice error,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,NA,PARTIAL,No Defect,NIL,NIL,No voice output it showing error like requesr failed with status code 513,Anomaly Found in Output,,,
TL-4334,2026-07-06,Joydeep,GDP,0.1,NIL,Web App,English,6a4bb4633e55f27d8daca9cc,How can I manage and control ant infestations in my tapioca field in Kerala?,Plant protection,19:27:55,19:27:55,10.0,Within SLA,Successfully Identified as Duplicate,Well Framed,English,English,CORRECT,NA,Correctly Tagged as Duplicate,NA,Soumya R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successfully Identified as Duplicate/Dynamic,Yes,Yes,Successfully Identified as Duplicate,Yes,NA,Received on Time,NA,NA,Yes,Yes,GOOD,Clear,NA,NA,NA,NA,SAVED,Saved,Successfully Identified as Duplicate,Yes,Pass,No Defect,,,GDP QUESTION ,Expected Output,,,
TL-4335,2026-07-06,Joydeep,GDP,0.1,NIL,Web App,English,6a4bb4f73e55f27d8daca9df,What are the effective management strategies for controlling termite attacks in Tapioca (Cassava) crops in Kerala?,Plant protection,19:30:23,19:30:23,10.0,Within SLA,Successfully Identified as Duplicate,Well Framed,Bengali,English,CORRECT,NA,Correctly Tagged as Duplicate,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successfully Identified as Duplicate/Dynamic,Yes,Yes,Successfully Identified as Duplicate,Yes,NA,Received on Time,NA,NA,Yes,Yes,GOOD,Clear,NA,NA,NA,NA,SAVED,Saved,Successfully Identified as Duplicate,Yes,Pass,No Defect,,,GDP QUESTION ,Expected Output,,,
TL-4336,2026-07-06,Joydeep,GDP,0.1,NIL,Web App,English,6a4bb5b03e55f27d8dacaa3e,How can I manage the lack of tuber development and the appearance of brownish spots on the underside of tapioca leaves in Kerala?,Plant protection,19:33:28,19:33:28,10.0,Within SLA,Successfully Identified as Duplicate,Well Framed,Bengali,English,CORRECT,NA,Correctly Tagged as Duplicate,NA,Yash Praveen Khot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successfully Identified as Duplicate/Dynamic,Yes,Yes,Successfully Identified as Duplicate,Yes,NA,Received on Time,NA,NA,Yes,Yes,GOOD,Clear,NA,NA,NA,NA,SAVED,Saved,Successfully Identified as Duplicate,Yes,Pass,No Defect,,,GDP QUESTION ,Expected Output,,,
TL-4337,2026-07-06,Joydeep,GDP,0.1,NIL,Web App,English,"6a4bb60a3e55f27d8dacaa4a""",What are the causes and management strategies for new buds emerging from the stem of a Tapioca plant in Kerala? ,Plant protection,19:34:59,19:34:59,10.0,Within SLA,Successfully Identified as Duplicate,Well Framed,Bengali,English,CORRECT,NA,Correctly Tagged as Duplicate,NA,Yash Praveen Khot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successfully Identified as Duplicate/Dynamic,Yes,Yes,Successfully Identified as Duplicate,Yes,NA,Received on Time,NA,NA,Yes,Yes,GOOD,Clear,NA,NA,NA,NA,SAVED,Saved,Successfully Identified as Duplicate,Yes,Pass,No Defect,,,GDP QUESTION ,Expected Output,,,
TL-4338,2026-07-06,Joydeep,GDP,0.1,NIL,Web App,English,6a4bb6603e55f27d8dacaa7b,What are the key characteristics and benefits of the Seradix B2 variety of Tapioca in Kerala?,Seed and Variety Selection,19:36:24,19:36:24,10.0,Within SLA,Successfully Identified as Duplicate,Well Framed,Bengali,English,CORRECT,NA,Correctly Tagged as Duplicate,NA,Mohammad Saleem Paasha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successfully Identified as Duplicate/Dynamic,Yes,Yes,Successfully Identified as Duplicate,Yes,NA,Received on Time,NA,NA,Yes,Yes,GOOD,Clear,NA,NA,NA,NA,SAVED,Saved,Successfully Identified as Duplicate,Yes,Pass,No Defect,,,GDP QUESTION ,Expected Output,,,
TL-4339,2026-07-06,Joydeep,GDP,0.1,NIL,Web App,English,"""6a4bb6bc3e55f27d8dacaa7d""",How can a farmer identify and select the most suitable edible varieties of Tapioca for cultivation in Kerala?,Seed and Variety Selection,19:37:56,19:37:56,10.0,Within SLA,Successfully Identified as Duplicate,Well Framed,Bengali,English,CORRECT,NA,Correctly Tagged as Duplicate,NA,Sippora Nandam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successfully Identified as Duplicate/Dynamic,Yes,Yes,Successfully Identified as Duplicate,Yes,NA,Received on Time,NA,NA,Yes,Yes,GOOD,Clear,NA,NA,NA,NA,SAVED,Saved,Successfully Identified as Duplicate,Yes,Pass,No Defect,,,GDP QUESTION ,Expected Output,,,
TL-4340,2026-07-06,Joydeep,GDP,0.1,NIL,Web App,English,"""6a4bb72a3e55f27d8dacaa89""","What are the primary causes of root splitting in tapioca during the harvesting process, and how can it be prevented in Kerala?",Plant protection,19:39:46,19:39:46,10.0,Within SLA,Successfully Identified as Duplicate,Well Framed,Bengali,English,CORRECT,NA,Correctly Tagged as Duplicate,NA,Anil Kumar S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successfully Identified as Duplicate/Dynamic,Yes,Yes,Successfully Identified as Duplicate,Yes,NA,Received on Time,NA,NA,Yes,Yes,GOOD,Clear,NA,NA,NA,NA,SAVED,Saved,Successfully Identified as Duplicate,Yes,Pass,No Defect,,,GDP QUESTION ,Expected Output,,,
TL-4341,2026-07-06,Joydeep,GDP,0.1,NIL,Web App,English,"""6a4bb78e3e55f27d8dacaabc""",What are the most suitable intercropping options for Tapioca to maximize land productivity and economic returns in Kerala?,Cultural and Crop Management Practices,19:41:26,19:41:26,10.0,Within SLA,Successfully Identified as Duplicate,Well Framed,Bengali,English,CORRECT,NA,Correctly Tagged as Duplicate,NA,Atul Raj,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successfully Identified as Duplicate/Dynamic,Yes,Yes,Successfully Identified as Duplicate,Yes,NA,Received on Time,NA,NA,Yes,Yes,GOOD,Clear,NA,NA,NA,NA,SAVED,Saved,Successfully Identified as Duplicate,Yes,Pass,No Defect,,,GDP QUESTION ,Expected Output,,,
TL-4342,2026-07-06,Joydeep,GDP,0.1,NIL,Web App,English,6a4bb8193e55f27d8dacaac3,"How can I ensure proper land preparation for Tapioca, and is the use of a disc harrow necessary for successful planting in Kerala?",Cultural and Crop Management Practices,19:43:45,19:43:45,10.0,Within SLA,Successfully Identified as Duplicate,Well Framed,Bengali,English,CORRECT,NA,Correctly Tagged as Duplicate,NA,Soumya R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successfully Identified as Duplicate/Dynamic,Yes,Yes,Successfully Identified as Duplicate,Yes,NA,Received on Time,NA,NA,Yes,Yes,GOOD,Clear,NA,NA,NA,NA,SAVED,Saved,Successfully Identified as Duplicate,Yes,Pass,No Defect,,,GDP QUESTION ,Expected Output,,,
TL-4343,2026-07-06,Joydeep,GDP,0.1,NIL,Web App,English,6a4bb8a73e55f27d8dacaacc,Is it advisable to apply farmyard manure to the intercrops grown within a tapioca plantation in Kerala?,Soil Health and Nutrient Management,19:46:07,19:46:07,10.0,Within SLA,Successfully Identified as Duplicate,Well Framed,Bengali,English,CORRECT,NA,Correctly Tagged as Duplicate,NA,Sanjay Choudhary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successfully Identified as Duplicate/Dynamic,Yes,Yes,Successfully Identified as Duplicate,Yes,NA,Received on Time,NA,NA,Yes,Yes,GOOD,Clear,NA,NA,NA,NA,SAVED,Saved,Successfully Identified as Duplicate,Yes,Pass,No Defect,,,GDP QUESTION ,Expected Output,,,
TL-4344,2026-07-06,Joydeep,UNIQUE,0.1,NIL,Web App,English,6a4b86555be3b513d586575a,"Is it possible to utilize stored seeds for bitter gourd cultivation, and what precautions should be taken IN ODISHA?",Seed and Variety Selection,16:11:25,16:11:25,10.0,SLA Breached,Successfully Identified as Duplicate,Well Framed,English,English,correct,NA,Correctly Tagged as Duplicate,NA,Soumya R,NA,NA,NA,Yash Praveen Khot,NA,NA,NA,Deepika Rathore,,,,Dev Jagdishbhai Bhutiya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successfully Identified as Duplicate/Dynamic,Yes,Yes,Successfully Identified as Duplicate,Yes,NA,Received Late,NA,NA,Yes,Yes,GOOD,Clear,NA,NA,NA,NA,SAVED,Saved,Successfully Identified as Duplicate,Yes,Pass,No Defect,,,UNIQUE QUESTIOIN,Expected Output,,,
TL-4345,2026-07-06,Joydeep,UNIQUE,0.1,NIL,Web App,English,6a4b877c5be3b513d586578f,What is the recommended dosage and application method for Humic Acid in Bitter Gourd cultivation  IN ODISHA?,Soil Health and Nutrient Management,16:16:20,16:16:20,10.0,SLA Breached,Successfully Identified as Duplicate,Well Framed,English,English,CORRECT,NA,Correctly Tagged as Duplicate,NA,Yash Praveen Khot,NA,NA,NA,Jahnavi Gaddam,NA,NA,NA,Lovely,,,,Bisen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successfully Identified as Duplicate/Dynamic,Yes,Yes,Successfully Identified as Duplicate,Yes,NA,Received on Time,NA,NA,Yes,Yes,GOOD,Clear,DA,NA,NA,NA,SAVED,Saved,Successfully Identified as Duplicate,Yes,Pass,No Defect,,,UNIQUE QUESTIOIN,Expected Output,,,
TL-4346,2026-07-06,Joydeep,UNIQUE,0.1,NIL,Web App,English,"6a4b87f65be3b513d58657b1""",What is the recommended dosage and application method for using a multi-vitamin plant booster in Bitter Gourd cultivation  IN ODISHA?,Soil Health and Nutrient Management,16:18:22,16:18:22,10.0,SLA Breached,Successfully Identified as Duplicate,Well Framed,English,English,CORRECT,NA,Correctly Tagged as Duplicate,NA,Sharmila S,NA,NA,NA,Deepika Rathore,NA,NA,NA,Atul,,,,Soumya R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successfully Identified as Duplicate/Dynamic,Yes,Yes,Successfully Identified as Duplicate,Yes,NA,Received on Time,NA,NA,Yes,Yes,GOOD,Clear,DA,NA,NA,NA,SAVED,Saved,Successfully Identified as Duplicate,Yes,Pass,No Defect,,,UNIQUE QUESTIOIN,Expected Output,,,
TL-4347,2026-07-06,Joydeep,UNIQUE,0.1,NIL,Web App,English,"6a4b88435be3b513d58657d8""",Why are the leaves of my bitter gourd crop burning after I applied a mixture of insecticide and fungicide  IN ODISHA?,Plant protection,16:19:39,16:19:39,10.0,SLA Breached,Successfully Identified as Duplicate,Well Framed,English,English,CORRECT,NA,Correctly Tagged as Duplicate,NA,Divyadarshni K,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successfully Identified as Duplicate/Dynamic,Yes,Yes,Successfully Identified as Duplicate,Yes,NA,Received on Time,NA,NA,Yes,Yes,GOOD,Clear,DA,NA,NA,NA,SAVED,Saved,Successfully Identified as Duplicate,Yes,Pass,No Defect,,,UNIQUE QUESTIOIN,Expected Output,,,
TL-4348,2026-07-06,Joydeep,UNIQUE,0.1,NIL,Web App,English,6a4b8e985be3b513d586582e,What are the primary causes for the bending or curling of bitter gourd vines and how can this issue be managed  IN ODISHA?,Plant protection,16:46:40,16:46:40,10.0,SLA Breached,Successfully Identified as Duplicate,Well Framed,English,English,CORRECT,NA,Correctly Tagged as Duplicate,NA,Deepak S R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successfully Identified as Duplicate/Dynamic,Yes,Yes,Successfully Identified as Duplicate,Yes,NA,Received on Time,NA,NA,Yes,Yes,GOOD,Clear,DA,NA,NA,NA,SAVED,Saved,Successfully Identified as Duplicate,Yes,Pass,No Defect,,,UNIQUE QUESTIOIN,Expected Output,,,
